Age,Sex,Race,Marital status?,Education,Employement,Incomes,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
37,Male,Other,Single,High school graduate,Retired,"Less than $10,000",50,Yes,No,No,Purchased the book,Yes,Yes
16,Male,Other,Never been married,High school incomplete,Employed part-time,"$30,000 to under $40,000",50,Yes,No,No,Purchased the book,No,Yes
32,Female,Native American/American Indian,Living with a partner,"Some college, no 4-year degree",Not employed for pay,"$50,000 to under $75,000",50,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
41,Female,Mixed race,Married,Post-graduate training/professional school after college,Disabled,"$30,000 to under $40,000",50,Yes,No,No,Got the book some other way,No,No
26,Male,Asian or Pacific Islander,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$20,000 to under $30,000",50,Yes,No,Yes,Purchased the book,Yes,No
61,Female,Black or African-American,Married,Post-graduate training/professional school after college,Employed full-time,"$40,000 to under $50,000",50,Yes,Yes,Yes,Got the book some other way,No,No
59,Female,Black or African-American,Married,College graduate,Employed full-time,"$100,000 to under $150,000",50,Yes,No,No,Purchased the book,Yes,Yes
47,Female,Black or African-American,Married,College graduate,Not employed for pay,"$100,000 to under $150,000",50,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
32,Female,Black or African-American,Living with a partner,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",50,Yes,No,No,Purchased the book,No,No
17,Male,Black or African-American,Never been married,High school incomplete,Employed part-time,"$10,000 to under $20,000",50,Yes,No,Yes,Borrowed the book from a library,No,No
90,Female,White,Widowed,Post-graduate training/professional school after college,Retired,"$30,000 to under $40,000",50,Yes,No,No,Purchased the book,No,Yes
84,Female,White,Married,Post-graduate training/professional school after college,Retired,Refused,50,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
83,Female,White,Widowed,College graduate,Retired,"$20,000 to under $30,000",50,Yes,No,No,Purchased the book,Yes,Yes
80,Female,White,Widowed,High school graduate,Employed full-time,"$10,000 to under $20,000",50,Yes,No,No,Borrowed the book from a library,Yes,Yes
80,Female,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",50,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes
78,Female,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",50,Yes,No,No,Purchased the book,No,Yes
78,Female,White,Widowed,Post-graduate training/professional school after college,Retired,"$20,000 to under $30,000",50,Yes,No,No,Purchased the book,Yes,Yes
78,Female,White,Married,High school graduate,Retired,"$30,000 to under $40,000",50,Yes,No,No,Purchased the book,No,Yes
77,Male,White,Married,Post-graduate training/professional school after college,Retired,"$20,000 to under $30,000",50,Yes,Yes,No,Purchased the book,Yes,Yes
77,Female,White,Widowed,High school graduate,Retired,"$40,000 to under $50,000",50,Yes,No,Yes,Borrowed the book from a library,Yes,No
76,Female,White,Widowed,College graduate,Retired,"9$100,000 to under $150,000",50,Yes,No,No,Purchased the book,Yes,Yes
75,Female,White,Widowed,Post-graduate training/professional school after college,Employed part-time,"$50,000 to under $75,000",50,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
74,Female,White,Married,College graduate,Retired,"$40,000 to under $50,000",50,Yes,Yes,Yes,Purchased the book,Yes,Yes
72,Female,White,Married,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",50,Yes,Yes,No,Purchased the book,Yes,Yes
70,Male,White,Married,College graduate,Retired,"$75,000 to under $100,000",50,Yes,No,No,Borrowed the book from a library,Yes,Yes
70,Female,White,Married,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",50,Yes,No,No,Purchased the book,Yes,Yes
70,Female,White,Married,College graduate,Retired,"$10,000 to under $20,000",50,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
69,Male,White,Married,"Technical, trade or vocational school AFTER high school",Employed part-time,"$50,000 to under $75,000",50,Yes,No,No,Purchased the book,No,Yes
68,Female,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",50,Yes,No,No,Borrowed the book from a library,Yes,No
68,Male,White,Married,College graduate,Employed part-time,"$50,000 to under $75,000",50,Yes,No,Yes,Purchased the book,No,Yes
66,Female,White,Single,Post-graduate training/professional school after college,Retired,"$30,000 to under $40,000",50,Yes,No,No,Purchased the book,Yes,Yes
66,Female,White,Don’t know,Post-graduate training/professional school after college,Retired,Refused,50,Yes,No,No,Purchased the book,Yes,No
66,Female,White,Married,"Some college, no 4-year degree",Retired,"$75,000 to under $100,000",50,Yes,No,Yes,Borrowed the book from a library,Yes,No
66,Male,White,Married,College graduate,Retired,"$100,000 to under $150,000",50,Yes,Yes,Yes,Purchased the book,Yes,Yes
65,Male,White,Married,"Some college, no 4-year degree",Retired,"$100,000 to under $150,000",50,Yes,No,No,Got the book some other way,Yes,Yes
65,Male,White,Married,College graduate,Retired,"$30,000 to under $40,000",50,Yes,No,No,Borrowed the book from a library,No,No
65,Male,White,Married,High school graduate,Retired,"$50,000 to under $75,000",50,Yes,No,Yes,Borrowed the book from a library,No,Yes
65,Male,White,Married,Post-graduate training/professional school after college,Retired,"$75,000 to under $100,000",50,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
64,Male,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",50,Yes,No,Yes,Purchased the book,Yes,No
64,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",50,Yes,Yes,Yes,Purchased the book,Yes,Yes
62,Female,White,Widowed,None,Employed full-time,"9$100,000 to under $150,000",50,Don’t know,No,No,Purchased the book,Yes,No
62,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,50,Yes,No,Yes,Purchased the book,Yes,Yes
60,Female,White,Married,"Some college, no 4-year degree",Retired,"$75,000 to under $100,000",50,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
60,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",50,Yes,No,Yes,Purchased the book,Yes,Yes
60,Female,White,Widowed,High school incomplete,Not employed for pay,"$10,000 to under $20,000",50,Yes,No,No,Borrowed the book from a library,Yes,Yes
59,Female,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$50,000 to under $75,000",50,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
59,Female,White,Married,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",50,Yes,No,No,Purchased the book,No,Yes
59,Male,White,Never been married,College graduate,Employed full-time,"$100,000 to under $150,000",50,Yes,No,No,Purchased the book,Yes,No
58,Female,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",50,Yes,No,No,Purchased the book,Yes,Yes
58,Female,White,Married,"Some college, no 4-year degree",Disabled,"$100,000 to under $150,000",50,Yes,Yes,No,Got the book some other way,Yes,Yes
58,Male,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",50,Yes,No,Yes,Purchased the book,No,No
57,Female,White,Married,College graduate,Employed part-time,Refused,50,Yes,No,Yes,Borrowed the book from a library,No,Yes
55,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,50,Yes,Yes,Yes,Purchased the book,Yes,Yes
55,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",50,Yes,No,No,Purchased the book,Yes,No
55,Female,White,Divorced,Post-graduate training/professional school after college,Retired,"$50,000 to under $75,000",50,Yes,No,No,Purchased the book,No,No
54,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",50,Yes,No,Yes,Purchased the book,Yes,No
53,Female,White,Separated,High school graduate,Disabled,"Less than $10,000",50,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
53,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,"$100,000 to under $150,000",50,Yes,Yes,Yes,Purchased the book,Yes,Yes
53,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",50,Yes,Yes,Yes,Purchased the book,No,Yes
53,Female,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",50,Yes,No,Yes,Purchased the book,Yes,Yes
53,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$100,000 to under $150,000",50,Yes,No,No,Purchased the book,Yes,Yes
52,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,50,Yes,No,Yes,Purchased the book,Yes,Yes
52,Female,White,Married,College graduate,Employed full-time,"$40,000 to under $50,000",50,Yes,No,Yes,Purchased the book,No,Yes
51,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$30,000 to under $40,000",50,Yes,No,Yes,Purchased the book,No,No
51,Female,White,Divorced,College graduate,Employed full-time,Refused,50,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
50,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",50,No,No,Yes,Purchased the book,Yes,No
50,Female,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",50,Yes,No,No,Borrowed the book from a library,Yes,Yes
50,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",50,Yes,No,No,Purchased the book,Yes,Yes
49,Female,White,Married,College graduate,Employed full-time,"$30,000 to under $40,000",50,No,No,Yes,Purchased the book,No,Yes
48,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,Refused,50,Yes,No,No,Borrowed the book from a library,Yes,No
48,Female,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,50,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes
47,Female,White,Married,High school graduate,Employed full-time,"$75,000 to under $100,000",50,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
46,Female,White,Separated,College graduate,Not employed for pay,"$20,000 to under $30,000",50,Yes,Yes,No,Borrowed the book from a library,Yes,No
45,Male,White,Divorced,College graduate,Employed full-time,"$75,000 to under $100,000",50,Yes,No,Yes,Purchased the book,Yes,Yes
45,Male,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",50,Yes,Yes,No,Borrowed the book from a library,Yes,No
45,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",50,Yes,Yes,Yes,Purchased the book,Yes,No
44,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$50,000 to under $75,000",50,Yes,No,Yes,Got the book some other way,No,No
44,Female,White,Never been married,College graduate,Employed full-time,"$20,000 to under $30,000",50,Yes,No,No,Purchased the book,No,No
42,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",50,Yes,No,No,Purchased the book,Yes,No
42,Female,White,Never been married,College graduate,Have own business/self-employed,"$100,000 to under $150,000",50,Yes,No,Yes,Purchased the book,Yes,No
41,Female,White,Married,High school graduate,Disabled,"$10,000 to under $20,000",50,Yes,No,No,Purchased the book,No,No
41,Female,White,Separated,Post-graduate training/professional school after college,Not employed for pay,"Less than $10,000",50,Yes,No,Yes,Purchased the book,Yes,Yes
38,Male,White,Living with a partner,High school graduate,Not employed for pay,"$75,000 to under $100,000",50,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
37,Male,White,Divorced,High school incomplete,Employed full-time,"$75,000 to under $100,000",50,Yes,Yes,Yes,Purchased the book,No,No
37,Female,White,Married,"Technical, trade or vocational school AFTER high school",Employed part-time,"$30,000 to under $40,000",50,Yes,Yes,Yes,Got the book some other way,No,Yes
36,Male,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,50,Yes,Yes,Yes,Purchased the book,Yes,Yes
35,Female,White,Living with a partner,College graduate,Employed full-time,"$20,000 to under $30,000",50,Yes,No,No,Purchased the book,Yes,Yes
34,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,"$30,000 to under $40,000",50,No,No,Yes,Borrowed the book from a library,Yes,No
33,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",50,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes
32,Female,White,Never been married,High school graduate,Employed full-time,"$20,000 to under $30,000",50,Yes,No,No,Borrowed the book from a library,Yes,No
30,Male,White,Never been married,High school incomplete,Disabled,"9$100,000 to under $150,000",50,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
29,Male,White,Married,High school graduate,Employed part-time,"$10,000 to under $20,000",50,Yes,Yes,Yes,Purchased the book,No,Yes
27,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"9$100,000 to under $150,000",50,Yes,Yes,Yes,Got the book some other way,Yes,No
